ORDERNUMBER,PRODUCTCODE,PROMOTION_NAME,CALC_SALES
79941,S52_3718,,5190.1
79943,S70_4984,,3542.4
79946,S14_4790,,3457.62
79956,S50_2795,,4109.22
79960,S30_2925,,8461.8
79964,S68_3155,,3755.16
79967,S15_3215,,3278.25
79971,S46_3550,,7531.9800000000005
79978,S62_4482,,5565.599999999999
79979,S31_2747,,3299.14
79981,S30_2657,,3121.8
79985,S49_2358,,4876.0
79989,S70_2453,,8615.91
79991,S29_4015,,3308.2799999999997
79995,S29_4012,,3669.0
79998,S37_3652,,3567.7200000000003
80000,S41_4907,,3088.25
80003,S31_1135,,12987.519999999999
80006,S25_1312,,3464.65
80015,S50_4734,,4796.6
80017,S21_3104,,3873.2
80021,S10_1162,,6030.6900000000005
80023,S27_1869,,6354.44
80026,S29_4891,,5491.72
80034,S24_4251,,10780.0
80037,S22_3020,,4467.94
80038,S36_3200,,11892.3
80041,S56_3057,,5555.88
80044,S50_4999,,12980.98
80045,S10_2925,,7137.23
80047,S47_3956,,3670.88
80051,S47_3744,,4766.85
80052,S39_1457,,6598.950000000001
80054,S51_4168,,4925.8
80059,S33_2521,,4043.58
80067,S58_1718,,6732.55
80072,S38_4867,,6309.820000000001
80076,S69_1470,,9235.42
80081,S23_1233,,7113.8099999999995
80085,S18_2246,,3602.5
80089,S20_2513,,9203.68
80094,S58_2799,,8132.879999999999
80097,S49_1807,,3906.0
80099,S57_4119,,6970.74
80102,S34_3144,,3280.32
80105,S70_2949,,7946.0
80112,S26_4343,,7183.89
80113,S22_1063,,4504.71
80116,S43_3854,,8617.640000000001
80120,S67_3903,,8729.78
80122,S68_3786,,8243.279999999999
80131,S61_1943,,7363.2
80135,S25_4186,,5845.849999999999
80137,S20_3841,,4681.46
80144,S25_4196,,7688.42
80147,S68_3712,,4878.12
80151,S26_1690,,3045.77
80152,S62_4159,,3137.43
80153,S59_1904,,3263.8199999999997
80154,S17_3521,,6119.759999999999
80158,S62_2150,,10378.060000000001
80164,S45_1932,,3090.75
80172,S17_2135,,9124.38
80176,S10_3288,,3160.5
80179,S60_4425,,5474.75
80183,S12_2501,,7652.349999999999
80187,S31_2519,,3843.0
80204,S56_2377,,4114.4400000000005
80208,S65_3486,,3232.8999999999996
80212,S16_4292,,9604.5
80215,S52_3200,,5219.34
80219,S29_3783,,6609.719999999999
80221,S61_1530,,3595.8
80225,S23_3265,,10238.8
80229,S31_2152,,7692.88
80239,S57_3668,,4213.99
80246,S22_1484,,4541.4
80247,S40_2360,,4413.54
80250,S69_1399,,6749.4
80256,S67_3140,,3481.77
80258,S70_1236,,8182.94
80261,S59_3731,,3731.9799999999996
80266,S49_1216,,4670.74
80269,S57_2147,,3417.2599999999998
80271,S70_1138,,5482.200000000001
80275,S38_3674,,4688.780000000001
80278,S15_3994,,4128.51
80281,S49_4343,,5387.64
80284,S54_2861,,12393.52
80292,S70_3586,,6959.92
80295,S41_2537,,7339.240000000001
80299,S13_3857,,3929.78
80303,S16_2902,,9969.55
80306,S10_4756,,11175.36
80308,S28_1540,,5971.32
80310,S67_4430,,5029.42
80318,S51_1021,,3250.65
80321,S18_3921,,3844.8300000000004
80325,S48_3551,,12496.02
80328,S66_3590,,6684.72
80332,S43_4718,,13879.04
80334,S27_3736,,3749.4999999999995
80335,S64_3053,,8433.88
80336,S65_1591,,6103.28
80342,S44_1221,,9649.460000000001
80348,S50_4507,,8152.650000000001
80354,S19_2202,,6845.42
80363,S55_2655,,3098.48
80376,S44_1646,,7060.53
80384,S53_1158,,3633.42
80385,S13_4926,,3411.2499999999995
80389,S19_2226,,4411.35
80392,S28_4813,,7790.25
80396,S69_2380,,7543.26
80399,S51_1106,,12304.24
80403,S23_3215,,3488.5
80405,S10_2642,,4080.3
80414,S20_3049,,3874.29
80418,S24_4828,,9358.8
80433,S55_1147,,6000.58
80437,S15_1179,,5239.14
80441,S53_3509,,9668.58
80445,S31_1176,,13327.2
80449,S29_3225,,10394.89
80452,S49_2890,,4133.5199999999995
80459,S51_2084,,3339.3799999999997
80461,S16_1649,,7425.539999999999
80463,S21_3006,,6481.15
80467,S65_4271,,9809.25
80471,S62_1865,,8138.240000000001
80474,S51_2565,,9694.5
80475,S58_2408,,3613.75
80476,S26_4272,,7810.599999999999
80479,S38_1609,,10786.5
80482,S61_2531,,9221.470000000001
80484,S31_2447,,6080.22
80485,S47_3730,,3877.48
80487,S22_3959,,8488.48
80495,S37_1416,,5585.429999999999
80503,S67_4972,,5799.82
80505,S40_1030,,10890.81
80508,S25_1595,,6033.759999999999
80510,S16_1831,,4111.62
80514,S34_1483,,3281.4
80520,S26_4760,,11491.5
80522,S54_2102,,3178.7
80529,S63_3809,,4787.75
80532,S34_4214,,11824.0
80536,S50_2439,,12050.4
80541,S19_2135,,3695.87
80547,S43_2199,,4778.28
80550,S16_3876,,4248.83
80562,S62_3185,,5821.92
80564,S31_3462,,8464.699999999999
80569,S38_1143,,7278.08
80571,S63_1145,,5589.6
80578,S68_4994,,13119.240000000002
80581,S65_4893,,8450.800000000001
80590,S39_4899,,7274.96
80594,S19_1648,,3125.41
80599,S69_1463,,3325.6
80613,S55_1179,,4178.58
80614,S12_2841,,4071.54
80618,S51_2054,,3782.14
80619,S48_1543,,6797.96
80623,S67_2525,,6741.000000000001
80624,S19_4670,,6992.549999999999
80641,S33_4480,,6237.900000000001
80646,S34_4305,,4450.29
80650,S12_4920,,5257.200000000001
80655,S38_3935,,8278.68
80656,S20_2217,,3979.96
80660,S30_2330,,8522.039999999999
80672,S66_1834,,3093.75
80675,S31_3999,,9882.9
80677,S52_1698,,4776.96
80681,S56_4313,,3491.3999999999996
80683,S62_4568,,3521.18
80687,S50_4508,,5173.5
80690,S57_2412,,11606.58
80693,S15_3462,,11059.36
80694,S26_2425,,5192.88
80696,S70_3246,,3575.04
80701,S57_3955,,6648.120000000001
80709,S19_3142,,11553.07
80713,S45_4852,,4612.5
80714,S49_2684,,4089.96
80727,S44_3308,,12601.98
80729,S44_2516,,3419.5199999999995
80730,S24_2453,,8257.92
80737,S42_2365,,11243.95
80739,S37_4845,,3518.2000000000003
80743,S68_4471,,3839.6000000000004
80747,S44_1457,,4398.240000000001
80750,S63_3447,,9568.26
80755,S34_4399,,4916.52
80757,S33_4284,,3928.62
80759,S22_1587,,5506.5599999999995
80764,S25_4544,,8712.66
80775,S33_3856,,8216.52
80782,S42_4552,,5075.06
80785,S27_2690,,3435.7499999999995
80786,S70_1509,,10942.19
80789,S22_3969,,5622.76
80790,S28_2038,,4145.96
80795,S43_3766,,7581.0
80799,S24_2042,,5645.92
80803,S50_2482,,4148.34
80804,S45_1271,,4136.5599999999995
80806,S56_4900,,12238.720000000001
80809,S31_1139,,7065.45
80813,S49_2612,,6624.3099999999995
80814,S56_1038,,6640.71
80828,S12_2854,,8355.439999999999
80837,S31_4525,,7191.18
80839,S29_2248,,4091.5199999999995
80843,S59_4992,,4830.3
80847,S12_3439,,7080.96
80850,S41_4542,,3435.02
80853,S48_1976,,5005.2
80855,S66_3581,,9969.82
80859,S45_4433,,4179.24
80863,S19_3750,,11479.68
80866,S66_4128,,4574.25
80876,S14_3908,,8230.05
80879,S58_1066,,10726.02
80883,S66_1851,,11108.0
80884,S67_1197,,7090.620000000001
80886,S43_4555,,10049.5
80889,S36_3516,,5910.8
80899,S47_4542,,6101.6
80901,S52_4631,,4210.8
80902,S42_4484,,9082.64
80912,S59_2996,,3675.3
80917,S40_4000,,3976.13
80921,S67_3098,,3104.9300000000003
80933,S48_3514,,4510.2
80937,S59_4457,,3452.4
80945,S22_2294,,6217.92
80948,S42_4480,,3749.5199999999995
80952,S25_3365,,10208.0
80953,S54_4865,,6732.660000000001
80957,S35_3626,,5675.71
80961,S69_2056,,3194.93
80965,S25_4192,,10448.439999999999
80968,S30_2133,,3855.16
80971,S53_1245,,4661.0
80974,S16_2536,,10424.13
80976,S13_1600,,3066.28
80981,S38_3143,,3835.53
80985,S25_4415,,5753.44
80994,S51_4113,,3478.54
80995,S52_4320,,5986.799999999999
81000,S56_2875,,5236.0199999999995
81009,S70_4312,,8088.150000000001
81015,S22_1169,,14944.800000000001
81021,S67_2539,,3975.32
81031,S63_1791,,6475.2
81033,S21_3180,,4843.4
81035,S50_3830,,3626.0
81040,S58_4712,,11847.81
81045,S21_2210,,11920.74
81051,S19_1799,,11643.84
81055,S51_4885,,10802.0
81064,S10_3434,,3957.6
81079,S44_4461,,10497.6
81086,S33_2377,,4460.4
81087,S69_3186,,11151.279999999999
81089,S50_3993,,3540.61
81096,S34_2987,,6683.85
81100,S53_1322,,8699.95
81102,S69_1628,,5293.099999999999
81108,S58_1059,,11250.0
81113,S17_3953,,3126.24
81115,S39_1610,,3251.55
81123,S19_4510,,5981.54
81125,S30_4979,,6287.84
81127,S64_2335,,7284.0599999999995
81130,S65_4848,,4851.700000000001
81146,S48_3558,,8892.9
81149,S28_1117,,6606.099999999999
81153,S51_1213,,4058.6
81157,S27_2023,,9537.6
81159,S54_2109,,4357.25
81163,S31_2927,,4365.0
81166,S57_2051,,3992.04
81169,S61_1042,,3534.6
81170,S25_1791,,6856.85
81177,S57_2421,,10088.65
81183,S54_3044,,3037.68
81187,S44_1378,,3746.04
81189,S51_1609,,10400.84
81194,S36_2634,,3412.08
81196,S35_3991,,5438.88
81198,S40_1909,,4293.0
81202,S66_4367,,13221.449999999999
81205,S51_3181,,9186.24
81209,S27_2270,,9094.8
81210,S53_1775,,3849.97
81220,S16_2941,,5926.0
81224,S11_3640,,5518.599999999999
81226,S23_1256,,4186.08
81229,S23_2052,,5776.38
81230,S47_1152,,3585.12
81233,S51_1109,,3497.6200000000003
81236,S43_3695,,10345.28
81243,S42_2447,,5100.02
81245,S46_1976,,3881.8
81247,S44_2985,,8687.0
81248,S13_2667,,3202.06
81252,S52_2859,,11799.76
81255,S35_2267,,10931.73
81256,S24_2611,,6957.99
81260,S50_1200,,3024.3199999999997
81262,S22_1698,,3519.46
81264,S32_2020,,9212.630000000001
81268,S69_3578,,6128.92
81270,S26_4082,,9431.039999999999
81275,S36_2595,,7898.52
81280,S37_1633,,5259.52
81281,S12_1367,,7206.7
81283,S45_3174,,10727.57
81284,S13_4985,,4564.02
81286,S21_2056,,4679.7
81292,S58_1990,,8966.8
81295,S10_2045,,8569.92
81299,S64_1635,,5237.7
81302,S30_3572,,11481.4
81306,S41_1800,,4694.4
81308,S15_4684,,4813.22
81312,S47_1881,,3431.39
81315,S59_1544,,6645.87
81316,S51_3022,,4740.049999999999
81324,S58_2916,,5463.799999999999
81327,S33_3458,,3312.45
81330,S66_1501,,3410.54
81331,S19_1633,,7759.92
81333,S55_1493,,3737.4399999999996
81335,S49_4123,,7341.820000000001
81339,S48_1255,,3360.0
81342,S38_2830,,13059.75
81344,S27_1543,,6606.200000000001
81349,S51_2236,,8813.77
81350,S63_1010,,3212.16
81360,S66_1983,,5854.469999999999
81366,S14_3333,,6194.25
81371,S22_4493,,3827.25
81374,S47_2075,,4039.29
81382,S14_4333,,6463.52
81385,S65_3793,,3734.2799999999997
81390,S70_3009,,5669.1
81394,S59_3394,,3263.25
81396,S55_2798,,4194.24
81400,S31_4928,,3284.0000000000005
81402,S54_1954,,5219.76
81404,S36_2927,,8397.9
81408,S46_2377,,7619.039999999999
81411,S70_1448,,5322.4
81415,S46_2041,,3599.2000000000003
81417,S31_1269,,7660.8
81418,S18_2338,,3802.82
81419,S54_4031,,11939.880000000001
81423,S51_3059,,5782.41
81424,S28_3892,,8491.5
81430,S30_4296,,10573.92
81431,S21_4386,,4677.12
81435,S41_2475,,6105.21
81436,S63_3413,,7908.6
81437,S48_3401,,5628.42
81439,S14_4309,,6061.29
81441,S21_2397,,9557.5
81445,S49_1178,,4233.2
81448,S62_1175,,3265.34
81454,S23_1406,,5539.6
81457,S52_3879,,7066.500000000001
81460,S14_4622,,4069.6299999999997
81461,S25_1934,,7456.68
81465,S50_1674,,3747.15
81469,S64_3503,,4453.49
81470,S61_4673,,3229.44
81473,S62_3977,,7825.9400000000005
81476,S53_2038,,13749.68
81479,S46_2122,,4355.74
81480,S44_3040,,9416.4
81482,S25_4944,,3114.72
81488,S48_1709,,4292.48
81489,S59_3110,,7831.0
81490,S23_4337,,3329.76
81491,S27_3088,,3620.7
81496,S29_2887,,4976.8
81498,S39_4443,,3038.1
81502,S37_3539,,7544.41
81506,S44_1124,,3508.7999999999997
81509,S12_3934,,7171.86
81510,S20_2419,,4811.82
81511,S37_4761,,4695.599999999999
81512,S47_2995,,7526.5
81516,S22_1829,,8721.96
81524,S48_2312,,7389.33
81526,S27_3781,,11489.15
81534,S20_3696,,7215.95
81538,S13_1622,,3383.1
81540,S16_3242,,12245.1
81547,S13_2170,,7657.92
81553,S60_3024,,3482.54
81554,S21_4733,,7126.200000000001
81561,S54_4458,,3083.58
81564,S59_2026,,10162.36
81567,S32_2923,,13151.6
81568,S15_4808,,4187.43
81570,S60_3848,,14417.4
81572,S28_3069,,4140.8
81573,S60_2812,,10345.92
81577,S14_3210,,12591.800000000001
81579,S30_4404,,12684.06
81583,S57_2154,,6584.8
81585,S34_1137,,8927.039999999999
81587,S53_3657,,4753.14
81592,S28_1191,,7154.49
81596,S24_1372,,4742.639999999999
81603,S32_3911,,5755.4
81605,S61_3434,,10975.44
81610,S68_4384,,5924.8
81625,S54_4316,,9440.1
81631,S15_3633,,11251.380000000001
81636,S12_2593,,6763.6
81639,S40_1548,,4407.0
81649,S27_1951,,3652.5
81655,S24_2725,,10250.34
81660,S18_2311,,12232.48
81661,S65_2800,,4039.5600000000004
81663,S13_1519,,8841.24
81667,S46_2649,,6048.36
81671,S12_4255,,5636.64
81677,S15_3745,,10083.5
81684,S19_4829,,7058.9400000000005
81688,S42_4036,,3665.89
81693,S23_2787,,3213.08
81697,S16_2905,,3962.07
81702,S13_4859,,4277.349999999999
81708,S17_1074,,3727.6
81717,S27_2128,,4448.14
81722,S53_3825,,3715.1399999999994
81729,S67_3298,,6539.5
81732,S65_3570,,6743.43
81734,S44_1755,,9928.7
81741,S41_2472,,11134.24
81746,S50_2582,,6806.24
81750,S22_4593,,6446.32
81751,S54_2870,,7052.43
81754,S36_2410,,6643.84
81758,S13_4170,,11062.699999999999
81760,S45_1876,,7221.62
81772,S34_4652,,4155.84
81774,S64_3199,,4372.4
81776,S44_2422,,9345.779999999999
81779,S66_3338,,4795.75
81780,S44_1461,,4549.150000000001
81790,S16_2853,,8451.3
81794,S51_3882,,5688.41
81805,S69_4825,,7688.67
81808,S16_1653,,5878.08
81816,S62_4090,,6322.799999999999
81817,S67_3304,,4636.59
81818,S13_2584,,3845.11
81822,S27_4770,,5134.95
81826,S62_4778,,13740.650000000001
81834,S44_3257,,7380.09
81844,S24_4487,,9379.02
81846,S18_4569,,9973.039999999999
81851,S43_4550,,3785.0800000000004
81853,S34_3025,,3775.72
81860,S22_2138,,4250.25
81861,S59_3347,,3802.82
81868,S18_1850,,8593.92
81871,S14_3696,,4459.24
81875,S23_1969,,13384.17
81876,S44_4651,,9376.859999999999
81883,S44_3179,,5814.06
81884,S33_1426,,5285.25
81885,S33_2903,,4790.900000000001
81886,S26_3060,,12255.650000000001
81896,S14_2557,,13308.63
81899,S29_4729,,6646.200000000001
81902,S27_1676,,6735.56
81908,S43_3614,,10251.279999999999
81911,S21_4840,,8253.33
81913,S27_3456,,6099.599999999999
81914,S15_2958,,8460.9
81918,S36_2872,,3160.5600000000004
81922,S47_4831,,12136.890000000001
81923,S58_2017,,5538.96
81928,S33_4056,,6442.070000000001
81932,S17_4111,,4008.1600000000003
81934,S22_2601,,4806.69
81937,S33_1289,,7639.839999999999
81941,S38_1249,,6358.08
81956,S25_1011,,8828.4
81960,S59_2652,,3107.5199999999995
81963,S24_1444,,3716.2400000000002
81964,S44_1915,,3079.72
81965,S17_1321,,6099.8
81969,S18_2706,,3036.66
81971,S33_4754,,5027.0
81974,S19_1605,,6444.700000000001
81975,S42_1032,,3364.9
81979,S30_3615,,5841.25
81983,S16_3394,,6193.46
81988,S60_4213,,3092.78
81990,S54_4309,,12159.119999999999
81996,S17_2788,,5045.76
82000,S13_3803,,12487.44
82002,S35_1633,,7457.0199999999995
82009,S11_4097,,4697.06
82010,S61_3119,,4015.84
82012,S65_3067,,7341.28
82014,S67_3083,,9457.48
82016,S28_3021,,5798.86
82017,S17_2059,,9176.43
82018,S36_3980,,4491.360000000001
82024,S50_3338,,4624.83
82033,S70_3879,,6704.32
82035,S32_2718,,12478.4
82036,S22_3566,,8663.6
82040,S12_1841,,7419.849999999999
82041,S12_3089,,9506.25
82048,S58_1090,,4749.92
82051,S58_4277,,4698.61
82056,S30_2646,,3339.52
82062,S13_3777,,3613.12
82067,S37_1397,,5456.6900000000005
82071,S16_4073,,8654.88
82075,S20_1825,,3159.2
82078,S66_1228,,6676.44
82081,S16_4659,,6129.040000000001
82083,S24_2629,,5498.219999999999
82089,S67_3793,,7618.32
82090,S26_3131,,3412.05
82091,S53_4479,,7880.039999999999
82098,S47_3555,,3969.8
82102,S63_4964,,5656.7699999999995
82103,S17_1448,,8777.43
82106,S20_3891,,3419.39
82110,S69_1928,,10480.599999999999
82112,S61_2169,,5689.44
82120,S31_3231,,5466.54
82122,S31_2822,,7405.42
82124,S17_4888,,4082.7999999999997
82127,S15_2668,,11858.0
82132,S30_2064,,6306.0
82136,S52_1059,,3511.87
82141,S64_4289,,5835.66
82145,S24_3327,,3228.8199999999997
82147,S62_3450,,8281.84
82152,S51_3353,,3888.56
82153,S53_4138,,6691.78
82156,S18_1491,,5748.3
82160,S42_3770,,4056.6200000000003
82161,S29_1163,,13216.5
82165,S17_4866,,4692.8
82175,S52_3719,,8595.21
82180,S42_3041,,3592.78
82188,S23_4455,,8920.78
82190,S18_3766,,3285.4500000000003
82191,S29_4978,,11464.800000000001
82199,S61_1273,,5957.82
82207,S48_2872,,7886.25
82211,S19_3102,,6474.52
82223,S13_4784,,5111.76
82224,S51_1755,,6698.4800000000005
82225,S22_4551,,8842.6
82229,S19_4659,,11077.5
82233,S53_3569,,5850.35
82241,S58_1905,,5924.25
82246,S61_4403,,4371.17
82247,S50_2540,,4786.08
82251,S69_3446,,6312.5
82254,S45_4453,,6749.2
82261,S18_4225,,9324.15
82262,S53_2609,,4497.320000000001
82267,S12_4879,,6376.53
82268,S45_2917,,3078.0
82273,S55_2307,,12182.900000000001
82275,S68_2713,,3230.24
82292,S43_4308,,6255.8099999999995
82293,S19_3353,,3520.32
82295,S21_3836,,3211.9999999999995
82299,S24_2178,,3664.35
82303,S40_2936,,10149.3
82310,S49_2474,,3767.7000000000003
82315,S65_4698,,4294.96
82316,S11_1179,,11948.09
82322,S10_1014,,5406.57
82324,S19_3079,,11344.320000000002
82330,S39_3579,,11616.48
82333,S66_1957,,5627.82
82336,S17_1112,,6768.900000000001
82340,S59_2758,,5376.64
82341,S14_2569,,8008.8
82343,S22_1949,,10438.4
82347,S60_1606,,4086.1200000000003
82351,S36_4820,,4379.4
82352,S39_1660,,3658.6
82353,S39_2141,,9531.84
82365,S59_1724,,5099.38
82369,S57_3313,,4297.28
82373,S32_1881,,11390.4
82377,S70_1457,,3441.8100000000004
82381,S64_1184,,7622.16
82382,S60_3286,,13831.44
82384,S56_4063,,12473.24
82389,S56_3073,,9043.44
82392,S52_4515,,10758.6
82396,S47_1838,,6768.63
82399,S47_2026,,5971.2
82401,S60_1017,,7650.26
82406,S27_3645,,3496.68
82409,S55_3325,,6305.400000000001
82411,S70_4032,,6291.66
82415,S15_1138,,8048.46
82426,S43_4555,,5226.900000000001
82427,S25_3769,,5849.25
82430,S67_2182,,5004.46
82433,S11_2771,,6009.3
82434,S33_4414,,4791.36
82437,S17_3037,,3657.78
82440,S38_1801,,5294.7300000000005
82447,S24_1112,,3123.0299999999997
82454,S67_1463,,3267.2000000000003
82457,S51_3626,,4691.09
82458,S50_4421,,6424.44
82461,S11_3667,,3578.3999999999996
82465,S37_3814,,11468.94
82466,S57_4259,,10173.62
82467,S24_2729,,11507.95
82471,S45_2926,,8298.789999999999
82473,S44_1368,,4681.19
82474,S45_1418,,4641.78
82478,S25_2224,,7248.96
82484,S62_1188,,3172.86
82491,S62_2530,,3782.1
82499,S29_3257,,4431.0
82500,S40_3656,,3311.8599999999997
82504,S38_1224,,4945.570000000001
82505,S22_3679,,12497.519999999999
82506,S25_1321,,5489.64
82510,S45_4014,,4251.36
82513,S35_2653,,4216.240000000001
82522,S69_4719,,4165.98
82526,S31_2545,,3078.78
82528,S37_4271,,4864.16
82538,S40_2155,,7619.400000000001
82549,S42_2681,,9045.960000000001
82552,S22_2474,,5807.45
82556,S38_1073,,7137.5
82560,S39_4111,,9692.67
82562,S48_1568,,10475.08
82564,S27_3046,,10526.33
82566,S59_2533,,3618.59
82570,S69_1484,,3626.7400000000002
82576,S56_3438,,8010.5199999999995
82577,S47_4459,,9909.78
82583,S42_3371,,7162.88
82586,S49_2282,,6565.9
82591,S42_4488,,5587.92
82592,S28_4431,,11941.279999999999
82596,S61_4471,,8430.98
82599,S44_3306,,7629.26
82600,S23_4642,,4507.02
82602,S43_2474,,6364.6
82603,S22_1412,,4725.84
82604,S18_2406,,5113.469999999999
82605,S25_2362,,6484.83
82610,S13_2729,,4523.25
82615,S53_4220,,4976.910000000001
82618,S51_4390,,3475.56
82622,S26_4871,,7752.96
82634,S44_2277,,9003.34
82640,S47_4270,,12565.65
82641,S35_2017,,3490.1099999999997
82643,S40_2167,,6818.24
82652,S29_2274,,5611.25
82661,S18_4909,,5635.17
82662,S22_1096,,4114.8
82664,S13_4304,,8966.699999999999
82666,S31_3028,,3637.44
82670,S27_1162,,3662.3600000000006
82672,S34_3484,,6257.44
82676,S53_2897,,8001.0
82678,S34_1983,,5092.23
82682,S32_2327,,5341.35
82685,S48_4292,,8317.76
82686,S54_1378,,6675.84
82691,S40_4039,,8263.08
82694,S35_3849,,7760.36
82696,S52_1287,,11167.75
82700,S17_1552,,3262.1299999999997
82701,S22_4259,,7846.650000000001
82711,S25_3179,,4419.03
82713,S10_3678,,4341.12
82716,S14_2702,,4184.04
82718,S30_2412,,9436.0
82719,S43_1217,,12281.36
82723,S52_4830,,4891.32
82726,S59_3039,,7446.25
82728,S60_1483,,7847.28
82730,S47_4413,,3145.02
82731,S46_3147,,13498.099999999999
82733,S30_4303,,3758.7
82737,S50_4847,,6277.41
82739,S22_3890,,12238.0
82744,S20_4066,,3567.0
82747,S12_2200,,3633.12
82750,S65_1918,,3685.5
82753,S27_4715,,5747.7
82757,S35_2003,,9441.83
82759,S66_2437,,5063.5199999999995
82762,S23_1399,,6029.1900000000005
82763,S56_4910,,6167.68
82765,S47_4073,,7217.34
82767,S35_2180,,14528.16
82773,S37_2226,,3844.0
82777,S63_1267,,11963.4
82780,S20_1215,,3814.4399999999996
82785,S14_1434,,4970.5
82793,S51_4979,,5245.56
82796,S22_2979,,6440.400000000001
82797,S46_4434,,12714.5
82801,S15_1195,,4355.45
82806,S59_3320,,4956.52
82809,S13_2102,,3147.9
82813,S37_1195,,9582.1
82817,S64_1226,,6188.0199999999995
82820,S30_3140,,11741.28
82823,S63_4815,,6464.15
82827,S16_1880,,7665.389999999999
82831,S33_1259,,7608.599999999999
82832,S70_2537,,11130.07
82834,S41_1760,,5250.72
82838,S67_1343,,5019.040000000001
82846,S70_3778,,8541.4
82850,S32_1012,,4814.68
82856,S28_3124,,5084.61
82858,S69_4790,,3605.0400000000004
82859,S26_2609,,3681.16
82865,S46_3483,,3731.14
82866,S16_4120,,8850.24
82871,S52_2729,,8090.12
82877,S19_3319,,10815.36
82879,S53_2149,,3495.6
82881,S62_1123,,7775.94
82883,S43_4296,,5765.34
82887,S19_1088,,4265.17
82897,S12_2193,,6593.65
82902,S49_4436,,12978.66
82904,S58_4136,,8702.55
82906,S64_4688,,6463.2300000000005
82909,S10_2141,,7763.6
82910,S11_2843,,4957.68
82913,S16_2876,,4633.92
82921,S16_2434,,8786.0
82928,S46_4732,,9583.6
82930,S58_4669,,5030.0
82933,S68_2199,,5947.61
82934,S19_3889,,8755.11
82946,S26_1606,,8187.08
82949,S51_3332,,12277.74
82954,S35_2282,,5653.49
82955,S16_3124,,3789.45
82956,S47_1267,,4190.0
82958,S47_4296,,13759.199999999999
82962,S61_3860,,7891.84
82968,S21_2191,,5555.55
82973,S13_3510,,7943.43
82974,S57_3085,,8413.08
82977,S45_4973,,3957.15
82993,S57_1387,,10772.92
82995,S16_2549,,3315.3900000000003
83002,S23_3557,,4989.14
83005,S60_1208,,7510.79
83006,S24_4706,,5399.4
83007,S39_1579,,3883.5999999999995
83009,S46_4905,,4798.150000000001
83014,S52_4028,,5674.759999999999
83018,S20_1327,,5217.81
83026,S39_4795,,8553.53
83028,S46_3438,,4620.0
83031,S30_4950,,4304.1900000000005
83032,S69_3490,,4707.3
83043,S15_2608,,6550.82
83044,S39_4410,,6127.82
83048,S49_2594,,9209.25
83058,S28_4223,,8516.15
83061,S48_4414,,3001.95
83065,S31_1974,,4995.740000000001
83070,S43_4167,,7334.48
83071,S26_2092,,9965.880000000001
83073,S29_3424,,3651.7500000000005
83080,S31_3362,,6787.12
83084,S12_1797,,9398.72
83087,S27_3046,,4948.5
83092,S46_1487,,6272.7
83098,S53_2522,,7164.14
83103,S19_3778,,10444.32
83105,S63_3096,,4309.43
83110,S68_2832,,12955.81
83117,S40_2922,,3066.22
83125,S64_2867,,3590.4
83126,S35_4075,,4420.16
83128,S28_4311,,7832.0199999999995
83131,S39_1181,,7080.0599999999995
83138,S31_2079,,3107.5199999999995
83142,S35_4283,,6554.13
83147,S29_2424,,6588.81
83151,S29_3914,,9943.119999999999
83153,S31_3142,,3005.34
83157,S43_4947,,3807.27
83158,S45_3768,,7838.04
83160,S23_1656,,6215.86
83161,S70_3654,,4419.66
83164,S51_1189,,7176.17
83167,S52_4439,,4614.08
83169,S53_1000,,9937.62
83176,S65_2944,,3923.6000000000004
83181,S42_2876,,9076.3
83185,S61_4696,,14460.9
83190,S47_2497,,7850.82
83191,S33_3215,,7805.28
83196,S12_3597,,10616.32
83200,S13_4711,,6387.749999999999
83201,S30_4807,,8915.939999999999
83202,S12_1070,,8037.450000000001
83206,S20_2414,,8175.84
83208,S21_2013,,3262.1299999999997
83210,S15_1004,,9599.0
83213,S65_2228,,5358.76
83214,S11_1094,,13148.15
83217,S25_3065,,8744.32
83220,S53_3862,,6657.3
83221,S15_3753,,10617.64
83229,S60_3742,,5486.07
83234,S23_1217,,7902.45
83241,S26_1863,,8536.71
83245,S54_1375,,3873.54
83250,S48_2461,,7327.6
83251,S14_3354,,7482.78
83253,S42_4077,,4225.18
83255,S40_3508,,4278.56
83256,S62_2790,,4617.06
83271,S70_3938,,9806.640000000001
83277,S42_4921,,3564.0
83280,S67_3693,,9141.66
83289,S66_3623,,3681.7
83296,S69_3239,,4539.700000000001
83298,S10_4237,,6501.44
83301,S64_1114,,3974.95
83302,S17_1176,,9172.800000000001
83305,S36_4825,,9776.64
83311,S12_2959,,14122.32
83312,S58_3194,,10453.800000000001
83313,S55_3745,,4776.2
83315,S49_2925,,3527.64
83318,S16_3544,,4696.799999999999
83319,S44_1683,,10594.23
83322,S26_3224,,7405.030000000001
83326,S68_4445,,5139.16
83328,S63_3775,,3916.08
83333,S10_3709,,13132.26
83337,S27_3592,,5403.32
83341,S24_1455,,5911.200000000001
83345,S40_1447,,7661.59
83346,S49_2882,,3027.88
83354,S57_2156,,8132.16
83356,S51_2927,,3067.4
83357,S24_2738,,8677.61
83363,S26_3880,,6183.36
83364,S13_3659,,6144.12
83370,S62_2638,,6169.3
83373,S58_1875,,5390.900000000001
83375,S44_1995,,3880.4
83381,S10_3883,,3073.56
83385,S20_4915,,5464.32
83388,S68_3530,,6703.35
